World rank;Company;Country;Region;Industry-ICB3 sector name;R&D 2021 (EUR million);R&D one-year growth (%);Net sales (EUR million);Net sales one-year growth (%);R&D intensity (%);Capex (EUR million);Capex one-year growth (%);Capex intensity (%);Op.profits (EUR million);Op.profits one-year growth (%);Profitability (%);Employees;Employees one-year growth (%);Market cap (EUR million);Market cap one-year growth (%)
307;COMMSCOPE;US;US;Mobile Telecommunications;603.2;-2.9;7581.4;1.8;8;116;8.4;1.5;203.8;275.3;2.7;30000;0;2848.7;59.2
308;CHINA NATIONAL CHEMICAL ENGINEERING;China;China;Construction & Materials;601.5;17.1;18895.6;25.4;3.2;531.1;336.6;2.8;777.8;-1.4;4.1;42820;-3.1;9243.7;130.7
309;LONGI GREEN ENERGY TECHNOLOGY;China;China;Electronic & Electrical Equipment;600.6;69.4;11159.1;48.3;5.4;679.7;1.6;6.1;1500.2;10.4;13.4;49967;7.2;67113.5;103.1
310;KOMATSU;Japan;Japan;Industrial Engineering;599;4.9;21663.9;28;2.8;1259.8;-10.2;5.8;2448.4;84.4;11.3;62774;2;20025;15.6
311;QUANTA COMPUTER;Taiwan;RoW;Technology Hardware & Equipment;594.5;11.3;36013.8;3.5;1.7;367.9;10.2;1;1188.6;14.9;3.3;;;9656;1.8
312;INTUITIVE SURGICAL;US;US;Health Care Equipment & Services;592.4;12.8;5041.6;31;11.8;312.1;3.5;6.2;1607.8;73.5;31.9;9793;21.2;110686.9;46.6
313;ONO PHARMACEUTICAL;Japan;Japan;Pharmaceuticals & Biotechnology;586.6;21.6;2793.6;16.8;21;42.5;-21.7;1.5;797.8;4.9;28.6;3687;2.2;10799.3;-17.3
314;RICOH;Japan;Japan;Technology Hardware & Equipment;585.4;-4.4;13595.1;4.5;4.3;288.8;-11.4;2.1;309.6;-185.5;2.3;78360;-3.5;6449.7;41.2
315;ALSTOM;France;EU;Industrial Engineering;585;66.2;15471;76.1;3.8;428;61.5;2.8;-141;-142;-0.9;74095;3.4;13588.2;28.4
316;LEONARDO;Italy;EU;Aerospace & Defence;584;4.5;14135;4.9;4.1;615;97.7;4.4;788;53.3;5.6;50413;1.1;3988.1;21.7
317;GOERTEK;China;China;Electronic & Electrical Equipment;580.2;21.9;10633.8;36.2;5.5;964.9;24.3;9.1;655.8;29;6.2;95780;9.7;19204.1;21.9
318;ESSILORLUXOTTICA;France;EU;Health Care Equipment & Services;579;6.4;19820;37.4;2.9;1030;58.5;5.2;2328;408.3;11.7;193371;28;73447.9;49.7
319;ON SEMICONDUCTOR;US;US;Technology Hardware & Equipment;578.3;1.9;5950.7;28.3;9.7;392.5;15.9;6.6;1197;242;20.1;33300;-3.5;16862.4;117.5
320;ALCON;Switzerland;RoW;Health Care Equipment & Services;576.5;10.3;7320.3;21.3;7.9;618;46.1;8.4;512.1;-220.3;7;24389;3.1;35883.7;46.9
321;YANDEX;Netherlands;EU;Software & Computer Services;575.9;32.6;3849.7;57.8;15;530.3;80.7;13.8;-157.8;-181.2;-4.1;18004;51.8;21625.3;25
322;TELSTRA;Australia;RoW;Technology Hardware & Equipment;570.8;-3.6;13631.1;-1.3;4.2;1394.1;4.7;10.2;1905.9;-1.7;14;17000;-37.1;29258.6;32.9
323;XPENG;China;China;Automobiles & Parts;570.2;138.4;2908.9;259.1;19.6;318.7;185.3;11;-889.4;52.7;-30.6;13978;174.9;23565.6;
324;NATWEST;UK;Row;Banks;568.2;37.6;12766.2;-0.3;4.5;1068.7;139.6;8.4;5113.4;-1328.2;40.1;57800;-2.4;29105;79.4
325;HEXAGON;Sweden;EU;Industrial Engineering;565.8;10.5;4341.1;15.3;13;112.7;4.8;2.6;1164.7;22.3;26.8;22097;7.3;35965.2;67.1
326;SHIONOGI;Japan;Japan;Pharmaceuticals & Biotechnology;564.3;34.6;2590.9;12.8;21.8;202.4;-7.1;7.8;853.5;-6;32.9;5693;3.8;16745.8;18.2
327;DUPONT;US;US;Chemicals;564.2;-25.7;14703.3;16.1;3.8;786.7;-25.4;5.4;2331.8;-285.2;15.9;28000;-17.6;34183.9;-5.4
328;SEMICONDUCTOR MANUFACTURING;China;China;Technology Hardware & Equipment;564;-3.6;4805.9;39.3;11.7;3637.9;-21.9;75.7;1186;333.5;24.7;17681;1.9;16072.4;-1
329;MAGNA;Canada;RoW;Automobiles & Parts;559.8;-23.6;31998.9;11;1.7;1211.4;19.8;3.8;1946;31.5;6.1;158000;0;20557.6;57.9
330;LIEBHERR-INTERNATIONAL;Switzerland;RoW;Industrial Engineering;559;9.2;11639;12.6;4.8;357;42.8;3.1;712;71.2;6.1;49611;3.5;;
331;UNISPLENDOUR;China;China;Technology Hardware & Equipment;555.5;12.4;9312.3;12.6;6;73;-64.7;0.8;619.6;12.5;6.7;17147;10.6;9414.5;-27.6
332;INTERNATIONAL FLAVORS & FRAGRANCES;US;US;Chemicals;555.4;76.3;10291.4;129.3;5.4;347;104.9;3.4;552.7;7.2;5.4;24000;75.2;33315.6;185.1
333;BIOMARIN PHARMACEUTICAL;US;US;Pharmaceuticals & Biotechnology;555.2;0.1;1630.1;-0.8;34.1;84.4;-16.4;5.2;-74.1;127.5;-4.5;3045;-0.5;13632.4;9.1
334;QORVO;US;US;Technology Hardware & Equipment;550.6;9.3;4101.8;15.7;13.4;188.5;14.2;4.6;1107.2;38;27;8900;6;18451.3;42.6
335;MAANSHAN IRON & STEEL;China;China;Industrial Metals & Mining;548.1;143.7;15299.7;38.6;3.6;1051.4;7.9;6.9;1135.2;211.6;7.4;18730;-15.4;873.1;112.9
336;GIVAUDAN;Switzerland;RoW;Chemicals;547.5;9.1;6465.9;5.7;8.5;179.9;-1.1;2.8;1055.4;9.8;16.3;16842;6.2;41044.1;21.2
